herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian,indication_vi,safety_note,data_source
H238,Quán chúng,Rhizoma Cyrtomii,Khổ,Vi hàn (ít độc),Âm,"Thổ, Mộc",Thuốc trừ giun sán,"Tỳ, Can","Công năng: Khử trùng, tiêu ích, lương huyết cầm máu, giải độc, sát khuẩn
Chủ trị: Dùng đối với giun móc câu, giun đũa, giun kim, sán dây, chứng huyết nhiệt gây thổ huyết, xuất huyết do lỵ, tử cung xuất huyết. Có thể dùng quán chúng để dự phòng bệnh cảm cúm và trị bệnh sởi",Những người ở thể hư hàn và phụ nữ có thai không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 384"
H239,Rắn,,"Cam, hàm",Ôn,Dương,Mộc,Thuốc khử phong thấp,Can,"Công năng: Trừ phong thấp, thông kinh lạc, chỉ kinh, giải co quắp
Chủ trị: Dùng trong các bệnh đau khớp xương, đau nhức xương, đau cột sống hoặc chân tay tê dại, co giật ở trẻ em, các chứng kinh phong, bán thân bất hoại. Ngoài ra còn dùng để điều trị bệnh phong hủi. Xác rắn (xà thoái) có vị mặn, tính bình; có tác dụng trừ phong giải độc, sát khuẩn làm tan mộng mắt, làm hết ngứa; điều trị bệnh tai chảy mủ; đốt xác rắn thành than, trộn đều với phèn phi, băng phiến, thổi vào tai. Với trẻ sơ sinh viêm họng, đau họng dùng xà thoái thán, hòa với sữa, nhỏ vào họng. Ngoài ra còn dùng xác rắn chữa mụn nhọt, sang lở, da bị lở loét, trẻ con sài giật, quai bị. Ngoài các loại rắn trên, hiện nay còn dùng loại rắn biển để chữa các bệnh thấp khớp đau xương (Có thể dùng dưới dạng bột)","Cơ địa dị ứng không nên dùng.
Chú ý: Mật rắn có tác dụng chống viêm, giảm đau tốt, cần bảo quản khi chế biến. Khi chế biến rắn cần chú ý tránh nọc độc","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 325"
H240,Sa sâm (bắc),Radix Glehniae,"Cam, khổ",Vi hàn,Âm,"Kim, Thổ",Thuốc bổ âm (dưỡng âm),"Phế, Vị","Công năng: Dưỡng âm thanh phế, dưỡng vị, sinh tân dịch, nhuộn tràng thông tiện
Chủ trị: Trị chức năng của phế âm suy kiệt, lúc sốt, lúc nóng, ho có đờm khó khạc ra, các bệnh của dạ dày do thương tổn phần âm dẫn đến biểu hiện họng khô ráo, lưỡi đỏ","Chú ý: Cần phân biệt với các cây cũng gọi là sa sâm như cây Adenophora verticillata Fisch, thuộc họ hoa chuông (còn gọi là tử diệp sa sâm), và cây tế diệp sa sâm Campanula vincaeflora Vent","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 344"
H241,Sà sàng tử,Fructus Cnidii,"Tân, khổ",Ôn,Dương,Thủy,Thuốc dùng ngoài,Thận,"Công năng: Sát khuẩn chỉ ngứa, ôn thận tráng dương
Chủ trị: Dùng khi ngứa ngoài da, ngứa do côn trùng (mạt, dĩn..) cắn hoặc phụ nữ ngứa do trùng roi âm đạo, hoặc âm nang rất ngứa. Trong các trường hợp liệt dương, phụ nữ tử cung lạnh dẫn đến khó thụ thai","Những người âm hư, hỏa vượng không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 388"
H242,Tam thất,Radix Pseudoginseng,"Khổ, vi cam",Ôn,Dương,"Mộc, Thủy",Thuốc chỉ huyết,"Can, Thận","Công năng: Hóa ứ chỉ huyết, hóa ứ chỉ thống, hóa ứ tiêu ung nhọt
Chủ trị: Dùng khi có chảy máu như bị thương chảy máu, hoặc ho ra máu, chảy máu cam, băng huyết, sau đẻ ra huyết nhiều, hoặc vừa có ứ huyết lại vừa xuất huyết. Các trường hợp huyết ứ mà dẫn đến đau đớn, chấn thương sưng đau do huyết tụ, huyết ứ hoặc ung nhọt sưng đau. Ngoài ra còn dùng khi bị rắn độc cắn. Với tính chất tiêu ung nhọt, ngày nay tam thấy được dùng nhiều chữa u xơ có kết quả","Những người huyết hư không có ứ trệ không dùng. Cần tránh nhầm lẫn với nhiều loại tam thất nam, hoặc cây khác giả tam thất","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 303"
H243,Tang chi,Ramulus Mori,Khổ,Bình,Trung tính (Thiên Âm),"Kim, Thủy",Thuốc khử phong thấp,"Phế, Thận","Công năng: Trừ phong thấp, thông kinh lạc, chỉ ho, lợi thủy, sát khuẩn tiêu độc, hạ áp
Chủ trị: Trừ đau nhức ở tay và chân, hoặc tay bị co rút. Dùng đối với bệnh ho do hàn, tiểu tiện bí, đái dắt hoặc bị phù thũng. Bị cao huyết áp, có thể nấu nước tang chi, ngâm chân 20 phút trước khi đi ngủ",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 320"
H244,Tang thầm (Quả dâu chín),Fructus Mori,"Cam, toan",Ôn,Dương,"Mộc, Thủy",Thuốc bổ huyết,"Can, Thận","Công năng: Dưỡng huyết, an thần, bổ gan, thận, sinh tân chỉ khát, nhuận tràng
Chủ trị: Dùng trong các bệnh thiếu máu, da xanh, người gầy, mặt mờ, chóng mặt, mất ngủ, hay các bệnh mà chức năng gan, thận suy, gây ù tai, di tinh. Khi cơ thể phiền khát, miệng và môi khô sáp, người lúc nào cũng háo, khát nước, dùng chữa bệnh đái đường, bệnh tràng nhạc, đại tiện bí táo. Ngoài ra, có thể dùng quả dâu chín chế thành sirô dâu, hoặc rượu dâu","Những người tỳ vị hư hàn, đại tiện lỏng không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 316"
H245,Thạch hộc,Caulis Dendrobii,"Cam, đạm",Vi hàn,Âm,"Kim, Thổ, Thủy",Thuốc bổ âm (dưỡng âm),"Phế, Vị, Thận","Công năng: Thanh nhiệt sinh tân dịch, chỉ khát, tư âm dưỡng vị, trừ phong thấp
Chủ trị: Dùng trị các bệnh nhiệt, làm tổn thương đến tân dịch, biểu hiện miệng khô, lưỡi hồng, phần âm của vị không đủ, ăn uống không tiêu, lợi sưng phù loét, nôn khan, bệnh chân và đầu gối đau nhức","Những người tỳ vị dương hư, thấp trệ, rêu lưỡi đầy nhờn không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 348"
H246,Thạch lưu bì,,"Toan, sáp",Ôn,Dương,"Thổ, Kim",Thuốc trừ giun sán,"Vị, Đại trường","Công năng: Khử trùng đối với sán dây, sán sơ mít, giun móc, giun đũa, thanh hầu họng, thanh thấp nhiệt
Chủ trị: Dùng trong bệnh đau họng, viêm amiđan, miệng lưỡi sinh viêm, viêm xoang miệng, bệnh lỵ, đau bụng, đại tiện lỏng lâu ngày","Chú ý: Dùng lá lựu tươi 940g - sắc rửa mắt khi viêm kết mạc cấp tính. Alcaloid trong rễ lựu có tác dụng trừ sán, nước sắc vỏ rễ, vỏ cành đều có tác dụng làm tê liệt các hoạt động của giun sán. Nước sắc rễ vỏ lựu có tác dụng sát khuẩn mạnh, với trực khuẩn thương hàn, vi khuẩn hắc loạn, tụ cầu khuẩn, trực khuẩn lao; ngoài ra còn ức chế nấm ngoài da","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 386"
H247,Thạch quyết minh (Cửu khổng),Concha Haliotidis,Hàm,Bình hoặc Vi hàn,Trung tính (Thiên Âm),"Mộc, Kim",Thuốc bình can tắt phong,"Can, Phế","Công năng: Bình can tiềm dương, thanh can sáng mắt, chỉ thống
Chủ trị: Dùng trị các chứng bệnh do can thịnh mà dẫn đến đau đầu, chống mặt, mắt có màng mộng, thị lực giảm, chữa đau nhức xương",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 256"
H248,Thanh bì,Pericarpium Citri reticulatae,"Khổ, tân",Ôn,Dương,Mộc,Thuốc phá khí giáng nghịch,"Can, Đởm","Công năng: Sơ can chỉ thống, hành khí giảm đau, kiện vị, thúc đẩy tiêu hóa, ăn ngon miệng
Chủ trị: Dùng khi can khí bị uất kết, dẫn đến đau sườn, đau dây thần kinh liên sườn, sán khí, viêm đau tinh hoàn thoát vị bẹn, tiêu hóa bất chấn, đầy bụng, khí trướng trong ruột, nuốt chua","Chú ý: Khi dùng cần chú ý phân biệt 2 vị thuốc thanh bì và trần bì, cùng nguồn gốc. Trần bì chủ thăng phù, chủ hành khí kiện vị, hóa đàm chỉ ho, táo thấp. Còn thanh bì chủ giáng, tác dụng chủ sơ can khí, tiêu tích trệ, đau sườn ngực","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 281"
H249,Thanh đại (Bột chàm),Indigo pulverata levis,Khổ,Hàn,Âm,Mộc,Thuốc thanh nhiệt giải độc,Can,"Công năng: Thanh nhiệt độc, tán uất hỏa, giải độc sát khuẩn
Chủ trị: Dùng để trị các bệnh do kinh giản, sốt quá phát cuồng, hôn mê, bất tỉnh, thổ huyết, khái huyết (ho ra máu). Các bệnh lở loét, có thể dùng bột bôi trực tiếp vào các vết lở Có thể phối hợp với bột hùng hoàng để chữa rắn cắn. Chữa bệnh cam tẩu mã, còn dùng để giải độc khi bị dị ứng bởi sơn",Những người âm hư không có nhiệt thì không dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 203"
H250,Thất diệp nhất chi hoa,Rhizoma Paridis chinensis,Khổ,Hàn (hơi có độc),Âm,"Mộc, Kim",Thuốc thanh nhiệt giải độc,"Can, Phế","Công năng: Thanh nhiệt giải độc, giảm đau, thanh thấp nhiệt can đởm, giải thử, thanh nhiệt giáng hỏa, chỉ kinh, khử đờm, bình suyễn
Chủ trị: Các trường hợp mụn nhọt, sưng đau, viêm họng, nhọt vú, bệnh tràng nhạc, chữa rắn cắn, lở tai, bệnh viêm gan vàng da, say nắng dẫn đến đau bụng quằn quại. Dùng đối với các trường hợp sốt cao hôn mê, co giật, do các bệnh viêm não dẫn đến, bệnh hen suyễn hoặc viêm phổi, lao phổi dùng dưới dạng bột mịn",Chú ý: Cây có ít độc khi dùng phải thận trọng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 211"
H251,Thiên niên kiện (Sơn thục),Rhizoma Homalomenae,"Tân, cam",Ôn,Dương,"Mộc, Thủy",Thuốc khử phong thấp,"Can, Thận","Công năng: Trừ phong thấp, chỉ thống, thông kinh hoạt lạc, kích thích tiêu hóa
Chủ trị: Dùng trong các trường hợp phong hàn thấp tý đau nhức xương khớp, cơ nhục, đặc biệt các khớp vai, cổ, khí huyết ứ trệ dẫn đến tê dại, co quắp, đau dây thần kinh, dây chằng. Các bệnh tỳ vị hư hàn ăn uống kém tiêu","Chú ý: Vị thuốc có tác dụng trừ phong chỉ thống tương đối mạnh, nên có thể phối hợp với một số vị thuốc khác làm thuốc xoa bóp sưng khớp cơ nhục","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 328"
H252,Thông thảo,,"Cam, đạm",Hàn,Âm,"Kim, Thổ",Thuốc lợi thấp,"Phế, Vị","Công năng: Lợi thấp, lợi niệu thông lâm, hành khí thông sữa
Chủ trị: Dùng cho trường hợp phù do thấp nhiệt, nước tiểu ít, nước tiểu đỏ, có thể dùng phối hợp với các thuốc lợi niệu khác. Dùng cho phụ nữ sau khi đẻ sữa ít, sữa tắc...",Những người không có thấp nhiệt không bí tiểu tiện không dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 340"
H253,Thường sơn,"Radix Dichroae, Folium Dichroae",Khổ,Hàn (hơi có độc),Âm,"Kim, Hỏa, Mộc",Thuốc hóa đàm nhiệt,"Phế, Tâm, Can","Công năng: Làm cho đàm nôn ra và làm cho hết bí tích, bứt rứt, sát khuẩn
Chủ trị: Chữa sốt rét","Thể hư dùng phải thận trọng, phụ nữ có thai không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 242"
H254,Tiểu hồi hương,Fructus Foeniculi,Tân,Nhiệt,Dương,"Mộc, Thủy, Thổ",Thuốc ôn trung,"Can, Thận, Tỳ, Vị","Công năng: Khử hàn, giảm đau, hành khí, tiêu ứ, làm ấm kinh
Chủ trị: Dùng khi đau bụng do lạnh, đau ruột non, viêm đau tinh hoàn, đầy bụng, nôn lợm, đại tiện lỏng, trừ khí hư bạch bới của phụ nữ","Những người có chứng nhiệt, hoặc âm hư hỏa vượng không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 190"
H255,Toàn yết,Buthus,"Hàm, vi tân",Bình (có độc),Trung tính,Mộc,Thuốc bình can tắt phong,Can,"Công năng: Làm tắt phong chỉ kinh, hoạt lạc, giảm đau, giải độc mụn nhọt
Chủ trị: Dùng trong các bệnh trúng phong, bệnh phá thương phong (uốn ván), điên giản, chân tay, cơ thể bị co quắp, bệnh phong thấp, đau nhức xương khớp, chân tay tê mỏi, mình mẩy tê dại, đau nửa đầu hoặc đau ở đỉnh, đau dây thần kinh tọa, bệnh sang lở, nhọt độc","Những người bị co quắp, nhưng huyết hư, phụ nữ có thai thì không nên dùng. Khi dùng cần bỏ đầu, chân, sao vàng, tán mịn
Chú ý: Thuốc có tác dụng hưng phân huyết quản và tạng tâm, ức chế trung khu hô hấp","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 261"
H256,Tông lư,Petiolus Caryotae,"Khổ, sáp",Bình,Trung tính (Thiên Âm),Thổ,Thuốc chỉ huyết,"Tỳ, Vị","Công năng: Chỉ huyết
Chủ trị: Dùng trong các bệnh xuất huyết bên trong, chảy máu cam, thổ ra huyết, phụ nữ băng huyết, đại tiểu tiện ra huyết, lỵ chảy máu mủ","Nếu có hiện tượng xuất huyết mà kèm theo ứ trệ thì không dùng
Chú ý: Khi dùng sao cháy","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 308"
H257,Trầm hương,Lignum Aquilariae resinatum,"Tân, khổ",Ôn,Dương,"Thổ, Thủy",Thuốc phá khí giáng nghịch,"Tỳ, Vị, Thận","Công năng: Giáng khí bình suyễn, ôn trung, chỉ thống
Chủ trị: Dùng đối với trường hợp suyễn tức, nôn nấc, hàn ngưng khí trệ, bụng ngực đầy chướng, đau tức hai bên sườn",Những người khí hư và âm hư hỏa vượng không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 282"
H258,Trúc lịch,Succus Bambusae,Cam,Đại hàn,Âm,"Hỏa, Thổ",Thuốc hóa đàm nhiệt,"Tâm, Vị","Công năng: Khử đàm, khai bế, thanh nhiệt trừ phiền
Chủ trị: Dùng đối với bệnh trúng phong điên giản, đàm trệ hoặc đàm lưu ở kinh mạch mà dẫn đến tê dại, co quắp, hoặc đàm nhiệt ngưng lại ở phế mà dẫn đến ho hen, suyễn tức, khi cơ thể bị phiền nhiệt (do sốt mà bứt rứt khó chịu)",Nếu không có đàm nhiệt thì không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 240"
H259,Trúc nhự,Caulis Bambusae in Taemis,Cam,Vi hàn,Âm,"Kim, Mộc, Thổ",Thuốc hóa đàm nhiệt,"Phế, Can, Vị","Công năng: Khử đàm, trị ho, thanh vị cầm nôn
Chủ trị: Dùng cho các bệnh ho của đàm nhiệt, tâm hồi hộp, mất ngủ, nôn do phiền nhiệt","Những người tỳ vị hư hàn không nên dùng, khi dùng có thể dùng sống hoặc sao với nước gừng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 244"
H260,Xạ hương,Moschus,Tân,Ôn,Dương,"Hỏa, Thổ",Thuốc phương hương khai khiếu,"Tâm, Tỳ","Công năng: Khai khiếu tỉnh tỳ, khứ ứ huyết, giảm đau, thoái màng mộng, sáng mắt, trừ mủ, tiêu ung nhọt, thúc thai sản
Chủ trị: Dùng đối với bệnh trúng phong kinh giản, thần chí hôn mê, đàm dãi, tắc nút ở cổ họng, chấn thương sưng đau, cơ thịt sưng tấy, bệnh mắt có màng mộng, mờ mắt. Trường hợp thai bị chết lưu trong bụng, dùng tốt khi bị nhọt độc",Những người âm hư thể nhược và phụ nữ có thai không được dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 272"
H261,Xuyên sơn giáp,Squama Manidis,Hàm,Hàn,Âm,"Hỏa, Thủy",Thuốc hoạt huyết,"Tâm, Thận","Công năng: Hoạt huyết thông kinh, thông sữa, lợi sữa, giải độc, trừ mủ, tiêu ung thũng
Chủ trị: Dùng trị bệnh kinh nguyệt không đều, phong thấp đau nhức, phụ nữ sau khi đẻ sữa tắc, ít sữa, mụn nhọt bắt đầu hoặc đã thành mủ và nhọt chưa vỡ. Chữa trĩ ra máu mũ, ngoài ra còn dùng trị bệnh sốt rét",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 292"
H262,Xuyên tâm liêu,Herba Andrographitis,Khổ,Hàn,Âm,"Kim, Mộc, Thổ",Thuốc thanh nhiệt giải độc,"Phế, Can, Tỳ","Công năng: Thanh nhiệt giải độc, thanh trường chỉ lỵ, thanh phế, chỉ khái, lợi hầu họng, thanh nhiệt táo thấp
Chủ trị: Dùng trong các bệnh mụn nhọt ung thũng, đinh độc, rắn độc cắn, có thể uống trong hoặc dùng ngoài dưới dạng thuốc đắp, thuốc ngâm, rửa. Khi viêm ruột, lỵ, bệnh viêm họng, viêm amiđan, ngoài ra còn được dùng trong bệnh ho lao, ho gà, viêm đường tiết niệu, can đởm thấp nhiệt, viêm gan virus","Chú ý: Vị thuốc rất đắng, không nên dùng thời gian dài, ảnh hưởng tới ăn uống. Đã có dạng thuốc viên, thuốc tiêm xuyên tâm liên","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 211"
